tenure_months,monthly_charges,total_purchases,avg_order_value,num_support_tickets,days_since_last_purchase,is_premium_member,num_returns,app_sessions_per_week,email_open_rate,discount_usage_rate,churn
28.1,26.34,19,34.36,3,16.8,0,1,7.81,0.587,0.2,0
11.8,27.81,6,32.2,1,15.0,0,0,1.09,0.345,0.434,1
9.4,56.33,8,33.01,1,7.3,0,2,0.25,0.277,0.304,0
5.4,44.89,2,19.92,1,19.7,0,2,1.55,0.265,0.237,1
2.5,70.93,0,42.09,0,0.3,0,0,1.15,0.335,0.356,0
4.0,59.92,2,35.81,0,14.6,1,1,1.03,0.223,0.215,0
3.9,38.77,2,56.94,1,8.0,0,0,2.86,0.226,0.072,1
10.8,44.11,5,44.86,0,1.0,1,0,4.27,0.177,0.136,1
3.1,68.29,2,62.24,0,6.1,0,0,5.03,0.192,0.263,1
12.8,70.8,5,60.0,4,36.2,0,0,5.65,0.336,0.203,0
43.0,43.28,19,17.55,3,6.0,0,0,2.39,0.617,0.332,0
28.7,27.27,16,28.82,1,12.8,0,1,3.45,0.265,0.394,0
10.7,7.18,3,18.21,1,16.7,1,1,1.77,0.324,0.659,0
61.5,7.18,33,23.37,0,6.8,0,0,4.27,0.165,0.686,0
14.0,53.5,6,27.41,1,15.7,0,2,2.7,0.311,0.353,1
15.5,53.14,8,64.16,3,62.2,0,0,0.81,0.357,0.318,1
11.9,32.84,10,60.77,1,4.1,0,2,5.0,0.673,0.232,0
13.0,68.43,5,42.22,0,44.5,0,0,5.18,0.205,0.328,0
8.5,41.28,8,30.14,0,16.5,0,1,6.3,0.372,0.567,1
10.9,34.41,2,13.96,3,30.2,1,1,3.63,0.586,0.24,0
35.7,66.08,14,27.93,0,18.3,0,0,0.53,0.401,0.41,0
30.8,63.69,12,38.44,5,7.3,1,1,1.79,0.198,0.333,1
1.3,44.07,0,25.63,1,17.1,1,0,6.04,0.259,0.568,0
3.4,54.32,2,53.59,1,11.1,0,0,8.66,0.105,0.054,1
6.8,56.59,1,65.0,1,18.0,1,1,1.7,0.121,0.16,0
25.5,84.15,9,25.87,2,16.7,1,3,2.96,0.711,0.334,0
31.2,42.64,10,35.76,2,22.7,1,0,8.17,0.436,0.665,0
22.3,23.76,11,32.89,2,25.8,1,0,0.44,0.301,0.591,0
4.7,56.26,1,32.33,1,15.9,0,0,2.36,0.33,0.086,1
8.6,46.12,7,26.2,3,33.3,0,1,1.79,0.022,0.335,1
19.1,47.02,9,27.88,1,23.2,0,0,2.42,0.583,0.271,0
11.0,44.44,5,19.62,1,5.9,1,1,13.73,0.505,0.593,0
9.8,16.36,4,45.38,1,55.9,1,1,1.07,0.784,0.068,0
9.9,49.7,4,45.98,0,1.5,1,0,2.76,0.28,0.559,1
29.2,38.54,12,57.94,1,20.0,0,0,4.17,0.205,0.169,0
20.4,39.44,8,19.38,1,19.0,0,0,4.35,0.091,0.141,0
10.4,37.83,6,17.26,0,11.8,0,0,2.41,0.136,0.185,1
17.0,44.29,5,14.85,0,13.0,1,0,5.19,0.664,0.075,0
4.1,49.69,3,22.65,0,30.1,0,0,1.55,0.594,0.021,0
8.6,44.47,6,61.31,2,25.6,0,0,2.18,0.261,0.201,1
27.4,65.79,12,23.01,1,10.7,0,1,13.11,0.26,0.213,0
2.9,58.61,2,39.92,1,4.8,0,0,1.59,0.155,0.075,0
20.6,43.68,9,63.01,0,1.3,0,0,3.71,0.295,0.657,0
1.3,26.36,1,42.01,1,25.8,1,1,2.34,0.514,0.172,0
39.6,55.45,24,32.0,4,23.8,0,3,7.33,0.526,0.169,0
8.5,39.33,5,5.0,1,6.7,1,0,3.15,0.423,0.144,0
17.9,41.93,5,34.29,0,61.1,1,0,3.33,0.209,0.186,0
14.5,21.26,4,44.18,3,21.0,1,1,0.42,0.496,0.135,0
14.9,52.44,7,34.92,0,21.9,0,0,4.51,0.176,0.217,1
16.8,91.68,7,35.12,0,16.6,1,1,4.42,0.466,0.046,0
2.3,35.89,0,19.51,0,20.8,1,1,7.75,0.385,0.441,0
15.2,56.21,10,65.94,2,139.5,0,0,2.36,0.127,0.104,1
11.5,67.43,6,31.9,0,32.3,0,0,0.14,0.224,0.367,0
8.5,35.59,4,49.07,0,11.0,0,1,2.78,0.603,0.276,0
6.8,5.0,5,37.54,0,4.3,1,0,4.37,0.665,0.245,0
15.5,57.52,3,32.09,1,28.0,0,0,3.14,0.084,0.225,0
5.6,46.43,3,32.97,0,42.3,1,1,5.57,0.469,0.701,0
27.0,50.6,10,54.6,1,14.8,1,0,5.08,0.798,0.044,0
18.8,45.99,4,29.48,0,51.4,0,1,6.09,0.09,0.209,1
16.2,65.88,5,43.91,0,16.3,0,1,7.18,0.316,0.159,0
26.3,43.24,14,42.34,0,4.9,0,1,3.06,0.627,0.268,0
1.9,84.08,0,25.96,0,11.1,0,1,5.24,0.347,0.081,0
4.0,57.56,2,24.24,1,11.0,0,1,3.22,0.572,0.455,0
19.4,63.21,7,44.3,1,3.8,1,1,0.63,0.33,0.658,0
7.2,45.12,1,65.05,0,23.3,0,1,5.25,0.449,0.019,0
8.0,50.6,6,17.06,2,36.9,1,0,7.47,0.24,0.389,0
3.4,14.59,1,29.86,3,4.7,1,0,0.8,0.368,0.269,0
5.6,34.61,2,38.19,1,29.2,0,1,3.14,0.516,0.272,0
27.4,64.4,13,39.51,2,3.2,0,0,6.93,0.838,0.117,0
19.1,43.8,12,35.79,2,8.1,1,1,0.84,0.836,0.131,0
15.3,24.75,9,74.55,2,26.9,0,1,1.23,0.583,0.241,1
8.2,32.68,1,34.15,2,10.2,0,0,0.26,0.241,0.283,0
14.6,32.54,3,14.96,2,0.2,0,2,0.95,0.061,0.376,0
29.1,44.3,8,59.6,2,33.7,0,0,3.74,0.529,0.201,0
7.3,29.98,5,21.05,2,5.1,0,1,7.51,0.482,0.298,0
13.0,70.62,13,36.52,0,38.7,0,1,10.4,0.3,0.244,0
41.3,48.75,20,26.66,1,5.9,0,1,4.45,0.39,0.11,0
22.1,19.88,12,25.95,0,5.9,1,0,2.37,0.409,0.156,0
8.3,72.65,2,18.3,0,43.0,1,0,4.49,0.487,0.136,1
20.8,44.18,10,48.07,0,8.6,0,0,6.72,0.248,0.812,0
2.8,54.11,1,52.68,0,22.0,1,1,7.0,0.128,0.648,0
12.6,50.52,7,45.9,0,8.8,0,1,9.45,0.316,0.208,0
20.8,52.51,8,60.29,1,15.6,0,2,10.6,0.686,0.463,0
17.7,38.82,11,26.24,1,29.5,1,0,4.18,0.33,0.143,0
20.7,50.95,12,33.41,1,50.1,0,2,6.74,0.309,0.318,0
23.9,42.31,11,27.45,1,21.1,1,0,4.51,0.579,0.159,0
18.7,51.52,6,45.01,2,9.6,0,0,13.1,0.404,0.285,0
18.3,41.66,10,40.97,1,10.0,0,0,5.03,0.469,0.186,0
15.6,39.78,7,14.79,2,3.4,0,0,1.52,0.51,0.326,0
5.0,18.68,5,57.7,0,16.7,1,0,7.96,0.454,0.279,0
27.4,44.91,13,24.16,2,36.9,1,0,1.54,0.648,0.213,0
12.9,49.04,4,14.22,2,2.8,0,0,4.99,0.367,0.032,0
21.7,78.28,8,18.24,1,6.0,0,1,2.92,0.511,0.372,0
25.6,53.63,21,55.46,1,0.4,0,0,2.12,0.49,0.396,0
8.7,31.96,2,62.05,0,14.9,0,3,6.85,0.488,0.02,0
9.3,26.74,4,35.21,1,1.2,0,2,10.55,0.497,0.537,0
10.4,49.81,3,49.86,2,17.3,0,1,3.67,0.254,0.509,1
31.0,31.59,16,23.64,1,6.7,1,1,2.03,0.213,0.039,0
6.1,34.77,1,46.08,2,32.5,0,1,1.82,0.467,0.479,1
34.6,31.53,17,43.81,1,15.3,1,1,4.5,0.561,0.299,0
15.5,39.09,14,18.91,2,13.1,0,1,1.96,0.614,0.598,0
16.3,58.25,8,37.3,1,5.3,0,0,3.39,0.163,0.531,0
24.8,9.18,14,38.15,0,52.0,0,1,5.26,0.556,0.238,0
14.2,68.3,5,25.0,1,60.9,1,1,2.17,0.535,0.129,0
27.6,41.33,12,48.98,1,28.1,0,1,4.87,0.195,0.502,0
8.7,33.59,6,20.21,2,7.3,0,2,2.98,0.519,0.252,0
33.8,60.98,16,50.0,1,31.1,0,0,7.31,0.421,0.453,1
9.2,41.29,4,63.76,2,25.8,1,1,7.61,0.655,0.363,0
34.7,26.16,15,45.66,0,4.8,0,0,3.75,0.645,0.558,0
9.4,17.61,2,50.98,2,1.7,1,0,3.99,0.319,0.292,0
10.6,57.52,7,50.72,2,4.3,0,0,3.59,0.709,0.351,0
5.4,58.68,7,51.13,1,40.3,1,0,4.63,0.035,0.194,1
6.9,37.57,2,32.37,0,3.4,0,1,1.89,0.09,0.301,1
13.0,68.78,9,44.63,1,31.4,1,0,4.42,0.257,0.068,0
15.9,45.64,5,43.96,3,7.7,0,0,0.26,0.041,0.365,0
26.3,68.9,8,16.48,2,25.7,0,0,2.54,0.631,0.147,0
11.2,27.77,6,30.79,0,45.9,1,2,0.55,0.428,0.113,0
17.7,25.56,7,25.81,0,31.0,0,0,1.63,0.52,0.656,0
15.1,35.75,8,29.73,0,15.4,0,0,5.34,0.504,0.408,0
19.1,37.81,10,53.59,1,0.1,0,1,7.58,0.653,0.309,0
7.8,65.72,6,30.67,1,3.0,0,0,1.38,0.251,0.246,1
8.6,50.28,4,30.31,2,30.6,0,1,3.3,0.678,0.242,0
7.8,31.33,5,38.69,0,2.0,1,2,4.11,0.383,0.181,1
29.8,45.2,23,33.73,1,72.4,0,1,4.12,0.352,0.586,0
34.0,37.3,22,24.65,1,70.3,1,0,7.4,0.386,0.32,0
8.3,30.53,2,40.05,1,7.0,0,1,6.89,0.371,0.18,1
8.4,43.56,2,37.8,1,0.7,1,1,8.33,0.369,0.149,0
21.0,41.56,3,28.23,0,27.5,0,3,9.22,0.678,0.231,0
36.6,31.22,19,41.1,2,4.2,1,1,1.88,0.344,0.146,0
41.8,31.03,19,31.67,1,26.4,0,0,12.31,0.155,0.353,0
8.0,59.66,6,50.34,0,8.2,1,0,4.78,0.493,0.367,0
9.7,52.62,8,10.39,0,9.3,0,0,3.6,0.244,0.199,0
16.5,61.99,11,29.78,2,18.4,1,1,6.74,0.379,0.069,0
17.1,39.89,9,39.85,0,3.6,0,0,4.03,0.35,0.35,0
11.6,25.42,3,32.87,2,69.8,0,0,1.45,0.631,0.342,1
6.7,34.67,3,16.51,0,0.9,1,0,6.4,0.268,0.753,0
13.0,63.49,7,67.16,0,59.1,0,4,3.91,0.282,0.061,0
41.8,16.19,21,38.2,2,7.1,0,1,5.43,0.122,0.57,0
8.7,71.0,5,19.5,0,22.0,1,0,1.86,0.58,0.258,0
15.8,25.02,9,49.67,1,124.1,0,1,4.84,0.16,0.106,1
60.2,59.03,22,32.36,2,5.4,1,1,2.01,0.404,0.409,0
8.6,26.63,2,53.96,2,12.9,0,0,4.12,0.366,0.277,0
21.7,34.29,11,31.99,0,0.5,0,0,2.94,0.151,0.321,0
42.9,7.97,25,50.41,2,4.8,1,0,11.31,0.921,0.173,0
20.4,78.37,12,38.35,2,3.0,1,2,2.1,0.438,0.257,1
28.4,55.35,11,38.28,1,28.1,0,0,5.56,0.464,0.122,0
23.7,56.41,10,28.14,1,23.6,1,0,4.12,0.423,0.226,0
19.3,36.13,15,31.53,2,13.4,0,3,4.81,0.737,0.342,0
33.3,28.25,16,43.01,2,0.0,0,0,0.5,0.59,0.192,0
21.2,58.98,5,33.86,0,4.6,0,0,6.71,0.184,0.604,0
11.7,23.34,6,23.61,0,22.6,1,0,3.8,0.184,0.165,0
14.9,41.99,3,26.55,1,0.3,0,0,1.5,0.225,0.41,0
17.5,22.49,9,45.78,2,17.5,0,2,6.18,0.72,0.405,0
9.7,47.23,3,48.46,1,3.5,1,1,3.86,0.63,0.1,0
15.4,10.5,8,52.56,1,17.4,0,3,1.98,0.355,0.202,0
13.8,18.35,1,32.94,3,31.3,1,0,5.03,0.357,0.237,0
21.2,29.52,19,64.43,3,41.5,0,0,4.55,0.196,0.781,0
50.5,56.07,22,52.8,3,11.3,1,0,3.91,0.491,0.191,0
16.1,35.44,5,37.38,2,18.5,0,0,0.94,0.435,0.072,0
37.2,62.7,23,38.63,1,15.2,1,1,2.11,0.085,0.047,0
20.6,72.01,13,47.78,1,15.5,1,1,5.24,0.486,0.432,0
15.4,39.44,8,26.35,1,9.8,0,0,4.25,0.191,0.233,0
9.2,18.39,2,16.47,3,31.1,0,0,3.48,0.553,0.202,0
15.4,62.38,8,40.37,4,8.3,0,1,5.3,0.411,0.243,1
14.8,17.25,6,39.6,1,17.9,0,0,5.76,0.518,0.26,0
7.3,28.74,8,25.96,0,12.2,0,1,1.0,0.209,0.436,1
8.4,14.38,3,27.98,5,8.4,0,1,11.4,0.452,0.21,0
17.6,62.34,9,52.03,0,9.1,1,2,3.31,0.381,0.19,0
36.9,55.3,23,39.66,2,11.4,1,1,4.31,0.777,0.159,0
12.7,74.13,8,13.77,0,10.5,1,1,6.72,0.612,0.169,0
3.3,37.06,4,5.0,0,24.7,0,0,3.14,0.07,0.43,1
5.3,30.17,4,5.0,1,16.6,1,0,4.03,0.38,0.272,0
22.1,35.55,15,61.32,0,14.3,0,0,4.88,0.195,0.322,0
4.0,21.01,2,28.27,1,3.8,1,0,1.98,0.651,0.221,0
24.5,70.72,9,34.16,0,12.7,0,1,3.1,0.396,0.559,0
21.2,105.78,13,74.13,0,13.2,1,1,6.57,0.646,0.11,0
12.3,31.97,12,23.54,2,24.6,0,0,5.55,0.139,0.351,0
7.4,55.67,4,51.39,0,11.5,1,2,7.14,0.097,0.146,0
11.0,42.2,7,34.18,2,14.7,0,0,2.76,0.391,0.516,0
17.3,52.95,7,50.93,3,10.2,0,1,5.33,0.106,0.537,0
4.1,64.07,1,45.27,0,76.8,1,0,2.96,0.38,0.377,0
34.5,24.42,22,8.35,1,38.7,0,0,0.84,0.272,0.198,0
17.2,36.39,8,24.07,1,0.9,1,0,0.73,0.191,0.493,0
18.6,66.66,7,24.17,2,39.0,1,0,1.03,0.313,0.482,0
21.1,54.16,12,41.35,1,9.1,0,2,3.42,0.508,0.342,0
32.3,50.89,14,28.71,2,8.1,1,0,2.55,0.854,0.158,0
15.5,54.17,8,41.89,1,2.0,0,0,7.15,0.246,0.28,0
22.1,55.94,11,46.66,2,47.3,1,0,0.29,0.541,0.305,1
7.5,65.84,3,63.72,1,42.0,1,0,5.94,0.289,0.113,1
41.9,58.57,19,46.23,0,54.6,1,0,2.45,0.03,0.052,0
14.7,44.09,6,36.94,2,29.5,0,1,5.88,0.508,0.28,1
7.5,51.35,2,41.04,2,2.2,0,1,3.57,0.766,0.647,1
9.2,43.79,3,12.48,3,0.5,0,0,5.45,0.253,0.319,1
1.8,31.57,0,29.73,0,48.2,0,0,2.97,0.585,0.481,0
9.2,44.07,6,23.17,0,15.9,0,1,3.77,0.123,0.101,1
1.0,42.95,0,54.31,2,5.4,0,0,1.22,0.319,0.213,1
23.2,14.43,20,49.2,4,1.8,1,1,8.33,0.197,0.061,0
18.2,58.95,4,10.31,0,3.1,0,0,2.78,0.118,0.393,0
5.6,62.0,1,47.75,0,3.4,1,0,3.16,0.577,0.216,0
12.8,54.79,7,51.29,3,20.4,0,2,3.88,0.478,0.681,0
13.3,60.92,8,26.7,1,5.9,0,1,0.82,0.33,0.235,0
4.6,41.83,0,50.29,2,7.3,1,0,3.3,0.18,0.224,0
11.2,35.75,5,40.58,1,18.3,1,2,3.07,0.326,0.12,0
13.6,62.08,5,18.78,1,31.2,1,0,5.11,0.112,0.246,0
10.9,25.94,3,16.88,1,10.2,1,0,1.79,0.16,0.517,0
7.5,25.32,2,76.2,0,0.8,1,1,2.83,0.178,0.401,0
5.4,53.07,4,34.53,0,21.1,0,0,3.48,0.232,0.095,1
10.6,52.57,4,43.39,1,23.1,0,0,0.17,0.513,0.466,0
8.3,61.74,5,15.43,2,8.2,0,0,2.58,0.646,0.473,1
20.2,14.21,14,63.67,3,0.0,0,0,4.4,0.063,0.438,0
33.6,43.24,18,50.39,0,17.0,0,0,9.49,0.297,0.268,0
25.3,24.65,22,40.32,1,29.8,1,0,2.62,0.069,0.133,0
14.0,60.4,11,63.49,1,5.0,1,0,8.01,0.444,0.207,0
7.7,69.01,5,15.57,0,14.4,1,0,2.44,0.607,0.326,0
24.9,54.08,14,27.75,2,23.9,0,1,1.35,0.203,0.167,0
21.0,34.96,11,38.54,0,17.8,0,1,0.33,0.254,0.31,0
32.1,31.53,13,29.0,0,29.5,0,0,1.45,0.695,0.211,0
15.5,37.59,8,49.97,1,10.5,1,0,3.83,0.069,0.428,0
40.5,29.86,13,45.71,1,40.8,1,1,2.33,0.079,0.164,0
15.5,42.13,8,56.06,2,7.7,0,1,0.56,0.121,0.18,0
7.7,31.48,5,40.6,1,3.3,0,0,2.21,0.465,0.136,0
8.9,20.13,6,22.98,0,30.7,0,1,1.97,0.743,0.53,0
19.5,51.85,11,33.39,0,0.2,0,1,1.49,0.512,0.145,0
8.2,53.24,4,46.7,3,60.3,0,1,5.4,0.025,0.403,1
40.3,75.59,21,33.1,3,1.5,0,1,3.29,0.3,0.233,1
18.4,37.2,11,39.7,0,31.0,1,2,0.51,0.13,0.204,0
13.7,10.98,10,31.25,0,2.6,1,1,1.9,0.477,0.278,0
14.6,59.68,9,45.68,0,6.6,0,0,5.19,0.572,0.162,0
10.8,61.7,8,45.99,1,18.4,0,1,3.71,0.104,0.293,0
2.5,65.56,0,73.89,1,3.0,0,0,10.43,0.812,0.063,0
8.9,71.48,5,13.55,1,2.0,0,1,5.26,0.752,0.113,0
37.1,71.74,15,42.78,3,53.6,0,0,9.83,0.397,0.359,0
15.8,27.42,8,69.2,0,25.5,0,0,5.57,0.787,0.159,0
27.3,72.87,12,55.95,1,2.6,0,1,2.49,0.141,0.147,0
27.9,39.1,14,66.52,2,14.6,0,1,5.25,0.55,0.27,0
12.9,59.37,13,22.05,3,36.0,0,2,0.41,0.287,0.186,0
21.3,49.67,10,38.85,2,1.8,1,1,3.09,0.3,0.619,0
2.8,27.49,2,17.18,3,33.3,1,0,1.39,0.257,0.336,0
35.1,65.89,15,25.15,3,37.0,0,1,2.15,0.192,0.301,1
33.3,36.79,19,59.1,3,8.4,0,1,2.97,0.335,0.325,0
19.1,78.46,6,20.5,1,108.3,1,1,0.52,0.105,0.203,1
16.2,31.26,11,33.37,0,10.0,0,0,4.07,0.258,0.33,0
13.1,26.92,5,24.02,1,46.5,0,0,2.99,0.235,0.497,0
29.5,33.07,10,42.33,1,45.6,0,1,4.32,0.512,0.255,0
23.0,71.91,9,15.83,0,25.0,1,0,2.48,0.173,0.185,0
9.9,16.79,4,38.06,1,0.0,0,1,6.38,0.325,0.5,0
4.8,61.44,1,51.64,0,23.0,1,1,3.47,0.354,0.162,0
3.9,77.98,0,32.7,2,2.0,0,1,5.21,0.239,0.488,0
29.3,41.95,12,58.19,2,0.7,0,0,1.15,0.308,0.521,0
12.9,37.92,8,45.59,0,4.0,1,1,2.1,0.545,0.473,0
18.9,46.44,5,32.85,1,14.3,0,0,7.92,0.222,0.15,0
14.1,24.8,5,27.37,1,12.3,0,0,4.66,0.164,0.02,0
4.0,92.67,0,53.24,1,9.9,0,0,3.11,0.366,0.145,1
2.9,57.06,3,33.28,0,15.3,0,0,4.73,0.331,0.352,1
9.4,23.03,4,36.17,1,6.2,0,1,6.81,0.447,0.505,0
10.0,30.47,5,69.56,0,7.5,0,1,2.82,0.75,0.296,0
10.0,48.22,8,53.47,2,4.7,1,1,1.52,0.237,0.816,0
10.3,21.7,5,26.13,1,12.0,0,0,2.17,0.28,0.385,0
48.3,17.92,27,39.41,1,25.1,0,0,3.7,0.248,0.193,0
27.1,50.29,12,52.88,0,14.3,0,0,8.33,0.536,0.615,0
16.0,63.11,8,28.22,4,38.1,0,0,11.74,0.243,0.208,0
12.6,61.47,4,59.4,0,13.5,1,0,1.62,0.541,0.196,0
13.0,43.92,9,44.69,0,4.5,0,0,3.06,0.652,0.412,0
22.4,40.06,7,72.35,0,14.4,0,0,3.89,0.156,0.173,0
12.5,45.93,6,33.88,2,9.3,0,0,3.6,0.371,0.238,1
25.2,62.86,17,46.7,1,13.5,1,0,5.43,0.16,0.32,0
17.2,22.38,12,27.22,1,2.1,0,0,3.07,0.518,0.352,0
48.6,31.01,30,36.66,1,30.0,1,2,2.64,0.211,0.078,0
11.9,38.2,11,29.16,0,8.5,0,0,3.61,0.389,0.147,0
28.4,40.64,12,53.48,3,0.3,0,1,2.19,0.343,0.365,0
5.2,44.02,1,13.45,1,16.7,0,0,6.5,0.236,0.416,1
7.9,44.55,4,5.0,1,23.0,0,0,2.1,0.384,0.21,1
44.5,57.13,26,42.32,1,1.5,0,2,5.42,0.29,0.756,0
24.5,13.27,20,39.06,2,9.4,0,0,6.43,0.326,0.483,0
19.1,16.17,8,26.47,1,13.1,0,1,5.09,0.532,0.191,0
56.7,33.03,27,39.58,1,14.0,1,0,7.52,0.192,0.256,0
12.7,60.54,7,8.71,1,0.7,1,0,4.48,0.105,0.262,0
28.3,33.26,13,61.58,0,20.0,0,0,6.23,0.295,0.482,0
29.7,44.26,22,26.22,4,2.0,1,0,1.79,0.318,0.439,0
38.3,47.31,22,53.63,2,8.6,1,1,3.8,0.623,0.542,0
4.7,50.69,3,20.74,0,14.2,1,0,9.96,0.497,0.379,0
12.7,73.16,7,17.78,3,27.8,0,0,3.01,0.581,0.207,0
17.0,57.5,14,23.91,0,9.1,0,2,1.53,0.473,0.138,0
37.9,62.95,18,38.63,0,34.4,0,0,5.2,0.172,0.203,0
18.6,42.72,6,51.56,1,29.7,1,1,1.45,0.611,0.296,0
29.8,71.52,17,61.62,1,10.4,1,0,1.17,0.477,0.4,0
4.2,46.29,1,54.11,0,41.9,0,1,2.74,0.38,0.114,1
10.5,9.8,6,16.84,1,65.5,0,1,5.9,0.323,0.316,0
33.2,89.25,16,35.06,0,6.3,1,1,2.03,0.264,0.201,0
11.6,45.83,3,30.55,0,34.5,1,0,2.01,0.567,0.42,0
13.5,54.54,6,36.77,0,6.7,0,1,11.25,0.549,0.049,0
37.5,25.77,13,43.71,0,23.2,0,0,2.91,0.473,0.322,0
6.4,84.55,6,26.42,1,22.0,1,0,2.92,0.327,0.152,0
7.8,30.72,5,67.58,3,31.3,0,0,2.32,0.466,0.351,0
3.8,38.07,2,31.6,0,4.9,0,1,4.56,0.307,0.437,0
38.5,17.48,25,49.23,0,54.4,0,1,3.21,0.28,0.131,0
26.7,51.56,6,16.1,2,11.2,0,0,0.87,0.42,0.188,0
26.3,39.93,17,67.68,3,0.0,1,0,6.7,0.198,0.433,0
10.3,17.22,6,48.07,0,29.7,0,0,5.36,0.305,0.143,0
3.5,43.78,2,33.54,1,53.7,0,1,4.54,0.525,0.595,1
2.5,46.71,0,43.32,2,69.1,0,1,6.16,0.576,0.26,1
33.3,40.55,20,44.47,2,9.0,0,0,8.34,0.301,0.159,0
20.0,12.22,8,40.89,0,0.4,1,0,1.21,0.355,0.191,0
22.8,50.23,4,33.89,0,8.4,0,1,0.75,0.243,0.343,1
16.5,22.18,6,19.11,1,43.0,0,1,0.24,0.331,0.21,0
7.0,61.01,3,61.68,2,37.1,1,0,3.61,0.245,0.13,1
10.6,35.0,3,40.82,1,9.5,1,0,3.05,0.355,0.649,0
5.5,61.7,4,26.53,1,3.3,0,1,1.78,0.195,0.201,1
4.9,45.25,4,33.91,0,20.7,1,0,6.65,0.159,0.168,0
25.2,46.18,17,55.53,1,21.8,0,0,0.66,0.364,0.438,1
2.8,67.97,1,56.47,2,19.9,0,1,2.5,0.492,0.182,1
5.5,30.33,3,33.72,0,3.3,1,1,1.29,0.089,0.327,0
11.1,25.28,4,29.75,2,34.8,0,2,6.02,0.383,0.039,0
14.5,55.0,4,30.71,1,0.7,1,0,1.02,0.4,0.344,0
3.8,21.35,2,53.58,3,70.1,0,0,2.04,0.253,0.199,1
18.4,30.62,11,57.48,3,46.4,0,0,1.21,0.576,0.158,0
15.8,16.58,7,34.15,1,102.7,0,2,2.46,0.557,0.328,1
33.0,65.73,21,47.57,0,18.3,0,1,7.22,0.118,0.311,0
14.6,26.95,5,33.12,3,18.5,1,1,12.68,0.531,0.145,0
19.8,33.22,10,17.58,1,9.7,0,0,5.73,0.473,0.174,0
7.3,21.78,5,47.09,2,2.4,1,0,11.33,0.649,0.371,0
7.6,38.06,4,35.59,0,28.1,1,1,0.34,0.422,0.354,0
4.2,42.43,1,35.93,0,13.5,0,2,9.97,0.326,0.402,0
7.4,59.87,4,50.03,2,9.1,0,1,2.06,0.329,0.235,1
10.5,21.2,4,17.95,2,41.7,1,2,5.43,0.245,0.269,0
30.8,34.18,17,6.11,2,0.0,1,1,1.53,0.869,0.355,0
6.4,70.61,4,43.5,2,13.0,1,0,2.06,0.318,0.175,0
50.0,63.74,27,63.39,0,21.1,1,1,8.67,0.63,0.14,0
21.0,32.8,12,52.49,0,0.1,0,2,6.59,0.347,0.161,0
18.1,44.11,11,26.56,3,26.0,1,0,6.61,0.408,0.294,0
13.8,80.42,2,42.18,2,3.6,1,2,7.34,0.673,0.313,0
11.9,23.51,9,45.74,1,37.3,0,1,2.76,0.192,0.246,0
8.4,10.42,1,46.52,2,28.9,0,0,1.51,0.524,0.11,0
3.6,35.35,1,29.09,2,3.0,0,0,2.76,0.181,0.374,0
6.6,43.5,5,28.95,1,17.1,0,1,1.95,0.212,0.147,1
38.4,30.56,13,5.0,2,28.3,1,1,3.37,0.625,0.089,1
20.1,62.58,9,41.35,1,0.6,1,1,1.52,0.466,0.36,0
38.2,48.79,21,49.46,2,15.7,0,0,3.8,0.32,0.235,0
8.2,34.12,6,52.58,1,1.0,1,2,4.99,0.297,0.686,1
5.4,35.3,4,21.39,1,19.3,0,1,3.0,0.413,0.181,1
13.7,31.57,8,37.03,1,42.8,0,0,1.27,0.103,0.211,0
6.9,59.94,3,36.62,1,10.0,0,1,3.15,0.692,0.414,0
15.9,36.49,5,25.1,1,11.5,0,0,1.7,0.607,0.492,0
2.9,23.53,1,53.55,2,75.7,1,0,2.07,0.396,0.163,1
1.5,62.31,1,37.95,2,12.2,0,2,9.11,0.324,0.453,1
17.6,40.02,14,30.39,0,6.7,1,0,1.96,0.622,0.453,0
39.1,20.52,18,55.0,1,112.3,0,0,2.99,0.464,0.289,1
18.1,75.83,6,47.3,2,22.8,0,1,5.98,0.554,0.191,0
20.0,55.99,15,27.82,1,17.4,0,3,6.98,0.212,0.225,0
14.1,45.83,11,11.82,1,21.5,0,0,4.25,0.342,0.153,1
15.2,41.19,11,26.37,1,31.3,0,0,4.2,0.321,0.389,0
3.4,39.95,3,39.55,1,0.8,1,0,12.72,0.739,0.343,0
7.1,39.59,4,30.31,1,4.5,1,1,2.66,0.389,0.354,0
30.6,40.08,12,20.21,2,0.7,1,2,2.82,0.583,0.338,0
10.3,34.39,7,34.22,1,7.2,1,0,3.72,0.853,0.052,0
30.2,43.14,13,12.23,1,28.4,0,0,9.96,0.71,0.204,0
14.9,34.03,6,46.25,1,10.3,0,0,0.72,0.355,0.191,0
15.4,49.02,3,69.32,2,23.8,1,1,7.31,0.51,0.308,0
10.4,44.58,2,46.92,0,7.3,0,1,3.61,0.786,0.377,0
22.1,32.39,15,57.35,1,80.8,0,0,8.44,0.156,0.411,0
25.9,43.44,13,28.04,1,1.9,1,0,2.67,0.676,0.215,0
6.8,54.77,2,32.55,1,17.1,0,0,5.96,0.439,0.234,0
3.8,5.0,0,19.98,3,18.4,1,0,0.84,0.732,0.565,0
1.9,55.41,1,46.74,1,26.2,1,0,2.54,0.588,0.058,0
19.3,22.93,6,53.48,1,0.2,1,0,2.23,0.775,0.507,0
17.8,36.74,11,28.49,1,6.1,1,1,3.88,0.262,0.347,0
