,age,gender,security_no,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
119,57,M,CZKAGUY,Town,Gold Membership,2015-08-30,Yes,CID11739,Gift Vouchers/Coupons,Desktop,Wi-Fi,12:52:22,-999,56.63,10171.97,23.0,757.61,Yes,No,Yes,Solved in Follow-up,No reason specified,0
120,17,M,F0CC3JK,,Gold Membership,2015-11-12,Yes,CID27651,Gift Vouchers/Coupons,Smartphone,Wi-Fi,22:48:57,21,81.15,46109.6,17.0,270.4676559723125,Yes,No,No,Not Applicable,No reason specified,1
121,42,M,MWN21KT,City,Platinum Membership,2015-06-08,Yes,CID36216,Credit/Debit Card Offers,Smartphone,Wi-Fi,16:48:16,10,1195.7326664672294,31504.62,10.0,1207.2537286760455,Yes,No,No,Not Applicable,Poor Customer Service,0
122,21,F,CUNJTNM,City,Silver Membership,2016-03-11,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,08:26:10,7,99.95,22865.42,21.0,,No,Yes,No,Not Applicable,No reason specified,0
123,46,M,0PSMM0P,Village,No Membership,2017-03-16,Yes,CID31973,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21:40:49,21,287.39,44809.68,27.0,629.6,No,Yes,No,Not Applicable,Poor Product Quality,1
124,41,M,P11WJYU,,Silver Membership,2016-11-25,Yes,CID29256,Gift Vouchers/Coupons,Desktop,Fiber_Optic,16:58:58,-999,892.02,36394.44,26.0,630.98,Yes,Yes,Yes,Unsolved,Poor Website,1
125,61,M,YL8KDU2,City,Basic Membership,2017-05-31,?,CID24876,Gift Vouchers/Coupons,Smartphone,Mobile_Data,16:22:43,7,115.29,13019.31,14.0,164.07034816193467,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1
126,15,F,JD1FCAD,City,Premium Membership,2015-08-04,?,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,08:50:18,5,185.05,43833.54,15.0,743.57,No,Yes,No,Not Applicable,Poor Product Quality,0
127,56,M,CX2RD4O,,Gold Membership,2016-07-08,Yes,CID59245,Credit/Debit Card Offers,Desktop,Mobile_Data,14:23:57,16,30.16,33886.44,5.0,670.11,No,Yes,No,Not Applicable,Poor Customer Service,1
128,35,M,OFQV4L9,City,Gold Membership,2015-03-26,No,xxxxxxxx,Without Offers,Both,Fiber_Optic,23:40:39,17,219.13,70247.76,3.0,1293.1693808393377,Yes,Yes,No,Not Applicable,User Friendly Website,0
129,57,M,J1ERM77,Town,No Membership,2015-01-13,Yes,CID33756,Credit/Debit Card Offers,Smartphone,Wi-Fi,17:11:02,8,400.35,30248.45,9.0,660.25,No,Yes,Yes,Unsolved,Poor Customer Service,1
130,64,M,T8VRII9,Town,No Membership,2015-03-16,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,20:56:30,20,49.24,39981.97,12.0,648.6,Yes,No,Yes,Solved,Too many ads,1
131,21,M,5B2CFVS,Town,Basic Membership,2017-02-28,Yes,CID47291,Credit/Debit Card Offers,Smartphone,Mobile_Data,11:52:02,16,590.85,21919.13,14.0,610.24,Yes,No,Yes,Solved,Poor Product Quality,1
132,53,F,5MTFUGX,Town,Gold Membership,2017-01-27,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,16:36:42,22,1142.148835374673,34918.7,6.0,699.08,Yes,No,Yes,Solved in Follow-up,Poor Website,1
133,26,M,R59QOZQ,Village,No Membership,2017-06-26,Yes,CID37189,Credit/Debit Card Offers,Desktop,Mobile_Data,19:47:41,16,138.33,8025.77,29.0,1016.7857130097486,Yes,No,No,Not Applicable,Poor Customer Service,1
134,61,M,B64YF5C,Town,Gold Membership,2016-01-08,Yes,CID22912,Credit/Debit Card Offers,Smartphone,Mobile_Data,23:11:54,7,516.46,45544.33,29.0,780.96,No,Yes,Yes,Unsolved,Too many ads,0
135,30,M,P5QCZFI,Town,No Membership,2015-04-28,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,01:15:19,19,211.19,2554.48,10.0,622.45,Yes,Yes,Yes,Solved,Poor Website,1
136,38,M,L087S2R,Town,Gold Membership,2015-08-13,Yes,CID12636,Gift Vouchers/Coupons,Desktop,Fiber_Optic,00:12:11,19,942.84,49037.16,6.0,,No,Yes,No,Not Applicable,No reason specified,0
137,35,F,LO2YYBQ,City,Gold Membership,2015-06-24,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,22:58:40,10,267.45,32922.76,8.0,701.45,No,Yes,No,Not Applicable,No reason specified,1
138,61,F,863177F,,No Membership,2017-07-17,Yes,CID48064,Gift Vouchers/Coupons,Desktop,Wi-Fi,20:14:13,22,34.37,3862.41,10.0,602.86,No,Yes,No,Not Applicable,Too many ads,1
139,53,M,O7ATCTM,City,Gold Membership,2017-05-05,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,01:28:39,19,213.34,8860.9,6.0,671.74,Yes,No,Yes,Solved,Poor Website,1
140,55,M,ZW66T5M,Town,No Membership,2017-11-26,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,05:31:13,23,50.48,8944.54,25.0,626.96,Yes,No,Yes,Unsolved,Poor Customer Service,1
141,23,M,8IEHQ76,City,Basic Membership,2016-01-30,Yes,CID59483,Credit/Debit Card Offers,Smartphone,Wi-Fi,06:40:31,13,1044.243493684985,26060.01,22.0,684.88,Yes,No,Yes,Solved,Poor Website,1
142,11,M,KYOLWFX,Town,Premium Membership,2015-04-23,Yes,CID26778,Gift Vouchers/Coupons,Both,Mobile_Data,14:01:27,-999,628.79,33199.52,22.0,777.94,Yes,No,Yes,No Information Available,Poor Customer Service,0
143,22,M,6RZ86VW,Town,No Membership,2017-10-07,No,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,18:14:11,17,56.58,41050.72,15.0,,Yes,No,Yes,Solved,Poor Website,1
144,37,M,DS0I1ZT,Village,Silver Membership,2015-02-04,Yes,CID62069,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,04:23:34,11,172.07,23587.32,28.0,326.1310708697294,Yes,No,No,Not Applicable,Poor Website,1
145,31,M,7YMU3HJ,,Platinum Membership,2016-03-15,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,12:35:34,6,44.99,3087.16,8.0,750.95,Yes,No,No,Not Applicable,No reason specified,0
146,20,M,2Y95NFP,City,Platinum Membership,2016-12-22,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,03:36:18,11,144.33,54420.14,5.0,,No,Yes,No,Not Applicable,User Friendly Website,0
147,53,M,MQXM7MW,City,Premium Membership,2017-09-02,Yes,CID12326,Without Offers,Both,Fiber_Optic,15:00:27,7,787.74,20129.88,12.0,,Yes,No,Yes,Solved in Follow-up,Quality Customer Care,0
148,38,F,HZZ26WT,City,Basic Membership,2017-05-24,?,CID32492,Gift Vouchers/Coupons,?,Fiber_Optic,17:28:17,26,30.49,37139.89,20.0,627.26,Yes,No,No,Not Applicable,Poor Customer Service,1
149,59,F,YOLS46C,City,Basic Membership,2016-08-31,No,xxxxxxxx,Without Offers,Both,Wi-Fi,22:42:13,8,400.21,33996.1,38.47159929450214,697.6,Yes,Yes,No,Not Applicable,Poor Product Quality,1
150,50,F,ZO5BVM3,Town,Gold Membership,2016-02-26,Yes,CID34703,Credit/Debit Card Offers,Smartphone,Fiber_Optic,23:53:44,13,103.36,39610.89,10.0,653.12,Yes,No,Yes,Solved,Poor Customer Service,1
151,64,F,P7KUU1A,City,Silver Membership,2015-03-30,?,CID50206,Credit/Debit Card Offers,Smartphone,Mobile_Data,17:06:32,8,58.15,27995.24,18.0,,Yes,No,No,Not Applicable,Poor Product Quality,0
152,27,F,V73DPK8,Town,Gold Membership,2017-03-27,Yes,CID61603,Credit/Debit Card Offers,Smartphone,Wi-Fi,10:13:02,10,862.2,35895.98,21.0,,No,Yes,No,Not Applicable,No reason specified,1
153,12,F,UBUMA9S,Town,Gold Membership,2017-10-07,?,CID12643,Without Offers,Desktop,Wi-Fi,10:55:48,9,412.22,1313.11,18.0,733.13,Yes,Yes,No,Not Applicable,Products always in Stock,0
154,29,F,4H6GWTF,Village,Premium Membership,2016-01-04,Yes,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,18:36:07,19,222.69,18297.21,2.0,774.47,No,Yes,Yes,No Information Available,Products always in Stock,0
155,39,F,HHJDXST,City,Silver Membership,2016-09-27,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,03:57:34,16,283.85,3888.65,18.0,959.9204100132208,Yes,No,No,Not Applicable,Products always in Stock,0
156,37,F,FETPOEF,City,Premium Membership,2017-05-21,?,CID60244,Credit/Debit Card Offers,Desktop,Fiber_Optic,15:51:05,17,136.19,6965.48,5.0,1181.873762583066,Yes,No,No,Not Applicable,Too many ads,0
157,37,F,C6JR6MZ,Town,Gold Membership,2016-02-09,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,09:50:46,5,32.29,63097.55,-12.714310534412167,780.09,No,Yes,No,Not Applicable,User Friendly Website,0
158,21,M,37UOC7C,Town,Silver Membership,2015-07-01,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,10:40:52,12,145.45,48500.63,11.0,727.97,No,Yes,Yes,Solved,Poor Customer Service,0
159,64,F,HSKJR4V,Town,Basic Membership,2017-09-26,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21:30:56,10,313.84,23211.35,15.0,573.16,Yes,No,No,Not Applicable,Poor Product Quality,1
160,56,F,ZUA3VGF,Town,Silver Membership,2016-02-03,?,CID5182,Without Offers,Smartphone,Wi-Fi,15:52:11,11,254.72,28425.26,11.0,789.3,Yes,Yes,No,Not Applicable,No reason specified,0
161,37,F,4WL24BT,Town,Basic Membership,2016-07-21,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,03:50:58,9,206.56,13037.39,13.0,616.68,Yes,No,Yes,Solved in Follow-up,Too many ads,1
162,55,M,2DJSDW1,Town,Basic Membership,2016-10-07,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,05:53:40,21,51.75,27564.76,24.0,660.59,No,Yes,No,Not Applicable,Too many ads,1
163,18,M,BXLJS7C,City,Basic Membership,2016-05-10,Yes,CID15710,Without Offers,Smartphone,Fiber_Optic,03:33:17,10,117.9,49537.82,7.0,528.08,Yes,No,Yes,Solved,Poor Product Quality,1
164,27,F,00JB6QS,,Silver Membership,2017-09-27,?,CID26757,Gift Vouchers/Coupons,?,Mobile_Data,03:23:24,2,484.45,83453.57,14.0,788.97,No,Yes,Yes,Unsolved,Reasonable Price,0
165,57,M,IZYZD2D,Town,Premium Membership,2017-10-26,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,04:12:57,6,32.89,16340.59,-1.590067117833705,,Yes,No,Yes,Solved in Follow-up,Poor Website,0
166,48,F,3GUQMUN,City,Basic Membership,2017-09-23,Yes,CID3745,Credit/Debit Card Offers,Desktop,Mobile_Data,00:35:46,15,77.18,49448.05,5.0,605.23,No,Yes,Yes,No Information Available,Poor Product Quality,1
167,54,M,9RXEBI1,Town,Basic Membership,2016-07-24,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,18:00:30,8,60.77,45095.33,1.234738898757417,692.59,Yes,No,No,Not Applicable,Poor Product Quality,1
168,52,F,ZJAXMWS,Village,Gold Membership,2017-12-31,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,08:42:23,15,197.85,42084.72,18.0,710.7,No,Yes,No,Not Applicable,Poor Customer Service,0
169,33,F,55D8U27,Town,Platinum Membership,2017-09-20,Yes,CID25657,Without Offers,Both,Mobile_Data,05:44:42,11,502.4,4714.82,24.0,472.8025703520018,Yes,No,No,Not Applicable,Poor Website,0
170,35,M,MOXO4A8,Town,No Membership,2017-03-05,Yes,CID3266,Credit/Debit Card Offers,Smartphone,Fiber_Optic,02:47:53,6,33.96,6175.77,22.0,545.14,Yes,No,No,Not Applicable,Poor Product Quality,1
171,42,M,VSSM0UP,City,Platinum Membership,2015-10-06,?,CID1047,Without Offers,Both,Mobile_Data,06:27:36,13,617.09,33226.66,17.0,1053.420685435173,Yes,Yes,Yes,No Information Available,Poor Product Quality,0
172,39,F,OF3LNL7,City,Gold Membership,2017-10-27,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,20:50:56,9,34.93,42965.53,29.0,630.68,No,Yes,Yes,Solved,Poor Product Quality,1
173,50,F,YH9ZYFL,City,Gold Membership,2016-06-15,Yes,CID2751,Without Offers,Desktop,Fiber_Optic,14:22:39,20,198.19,20710.0,10.0,,No,Yes,Yes,Unsolved,Poor Product Quality,1
174,29,M,0B5WG72,City,Premium Membership,2015-01-08,Yes,CID38291,Gift Vouchers/Coupons,Desktop,Wi-Fi,22:58:44,11,317.25,17951.87,17.0,753.97,No,Yes,No,Not Applicable,Poor Customer Service,0
175,47,M,I2HH3YZ,Town,No Membership,2017-01-05,Yes,CID19961,Credit/Debit Card Offers,?,Fiber_Optic,07:26:31,5,876.87,41927.46,17.0,636.3,Yes,No,Yes,Solved in Follow-up,Poor Website,0
176,16,F,G1AHQST,City,Gold Membership,2017-04-30,No,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,22:54:48,8,133.36,21896.63,13.0,644.25,Yes,No,No,Not Applicable,No reason specified,1
177,48,M,NUQM3QR,,Basic Membership,2015-12-28,Yes,CID3699,Without Offers,?,Fiber_Optic,06:44:05,8,522.81,27264.0,11.0,556.79,Yes,Yes,Yes,Solved in Follow-up,Poor Website,1
178,14,F,QK05KFG,City,No Membership,2016-12-19,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,18:22:33,10,33.34,46392.24,24.0,582.93,Yes,No,No,Not Applicable,Poor Customer Service,1
179,13,F,LQYM49A,Village,Premium Membership,2016-11-28,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,06:53:31,5,84.05,10423.83,29.0,1044.8153799682143,No,Yes,Yes,No Information Available,No reason specified,0
180,56,F,HFDQ728,Town,No Membership,2016-09-04,Yes,CID11953,Without Offers,Desktop,Wi-Fi,20:17:36,19,69.22,14117.54,12.0,523.54,No,Yes,Yes,Solved in Follow-up,Poor Website,1
181,64,F,2VRC6NG,City,Silver Membership,2016-09-29,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,00:50:05,14,32.16,67458.29,-13.646849550496079,764.62,Yes,No,Yes,Solved in Follow-up,User Friendly Website,0
182,47,M,K7YIUTQ,Town,No Membership,2015-03-14,Yes,CID28985,Gift Vouchers/Coupons,Both,Wi-Fi,05:39:14,20,692.73,18404.11,19.0,1072.7451280522948,Yes,No,Yes,No Information Available,Poor Website,1
183,46,F,F5T938Y,Town,Premium Membership,2015-08-02,?,CID61716,Without Offers,Both,Mobile_Data,12:24:01,12,261.76,15786.32,Error,704.13,No,Yes,No,Not Applicable,Poor Product Quality,0
184,45,M,LU390BC,Town,Premium Membership,2017-04-04,Yes,CID8218,Credit/Debit Card Offers,Smartphone,Mobile_Data,17:19:41,14,38.65,1225.14,9.0,700.07,Yes,No,Yes,Unsolved,Too many ads,0
185,60,F,JIA5UDD,Town,Premium Membership,2015-12-10,Yes,CID14887,Without Offers,Smartphone,Wi-Fi,13:12:57,16,182.16,43782.88,Error,761.49,No,Yes,Yes,Solved in Follow-up,User Friendly Website,0
186,19,F,7B5M8OC,Town,Premium Membership,2016-03-30,Yes,CID60641,Without Offers,Smartphone,Fiber_Optic,21:43:53,20,31.98,14432.03,24.0,730.04,Yes,No,Yes,Solved,Poor Customer Service,0
187,21,F,AOHLG0V,Town,Silver Membership,2017-03-23,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,11:57:54,12,283.79,38527.24,26.0,760.53,Yes,No,Yes,No Information Available,No reason specified,0
188,60,M,66DEWYB,City,Silver Membership,2015-07-27,?,CID1697,Credit/Debit Card Offers,Both,Mobile_Data,15:15:08,9,1185.912249727444,29872.64,8.0,744.29,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,0
189,32,M,XF40RRS,Town,Gold Membership,2017-11-11,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,08:07:36,17,329.16,37811.56,27.0,757.14,No,Yes,Yes,Unsolved,Poor Website,0
190,36,F,2V0SZHQ,Town,Premium Membership,2017-12-09,Yes,CID43621,Gift Vouchers/Coupons,Both,Fiber_Optic,11:59:47,7,700.63,26571.36,13.0,738.84,Yes,Yes,No,Not Applicable,Products always in Stock,0
191,52,F,L5WC8WS,Town,Basic Membership,2016-08-24,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,05:10:18,3,166.57,45964.8,17.0,630.0,Yes,No,Yes,No Information Available,Too many ads,1
192,39,M,F91GV32,Town,No Membership,2016-12-29,Yes,CID55829,Without Offers,Smartphone,Fiber_Optic,12:04:43,12,126.05,43632.02,16.0,594.51,Yes,No,No,Not Applicable,Poor Website,1
193,42,F,609T4VI,City,Silver Membership,2016-09-03,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,21:19:08,11,428.35,26483.73,14.0,713.42,No,Yes,No,Not Applicable,No reason specified,0
194,56,M,NIHJCOO,Town,Silver Membership,2017-05-03,Yes,CID55012,Credit/Debit Card Offers,?,Wi-Fi,09:14:11,16,148.06,15456.63,29.0,984.3321161749412,No,Yes,Yes,Solved in Follow-up,No reason specified,1
195,17,F,CKLHKX1,Town,Gold Membership,2017-07-12,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,17:08:48,15,196.56,1246.57,22.0,766.76,Yes,No,Yes,Solved in Follow-up,No reason specified,0
196,56,M,RHUBYN8,Town,No Membership,2016-08-30,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,15:15:00,10,359.98,38699.34,29.0,560.14,No,Yes,Yes,No Information Available,Poor Customer Service,0
197,33,F,PWOU487,City,Premium Membership,2017-12-29,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,22:23:29,22,32.47,25468.76,Error,298.8686939801553,No,Yes,No,Not Applicable,Poor Customer Service,0
198,33,F,MROG29A,City,Gold Membership,2015-11-07,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,21:57:40,22,177.73,35286.1,Error,709.01,Yes,No,Yes,No Information Available,Poor Website,1
199,41,M,R4TAGQ6,Town,Basic Membership,2015-05-11,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,05:58:17,9,493.22,20294.0,23.0,,Yes,No,No,Not Applicable,Poor Website,1
200,42,F,PYIV6U9,City,Basic Membership,2017-05-13,No,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,15:40:49,4,316.14,13516.16,20.0,659.85,No,Yes,Yes,Solved,Poor Product Quality,1
201,43,M,H4GXLTP,,Gold Membership,2017-05-14,Yes,CID40296,Gift Vouchers/Coupons,Desktop,Mobile_Data,10:21:20,19,107.18,16027.34,4.0,1059.640735763282,No,Yes,Yes,Solved,User Friendly Website,0
202,12,F,NKMSURJ,City,No Membership,2015-06-11,Yes,CID62525,Gift Vouchers/Coupons,?,Wi-Fi,00:11:54,22,108.2,2998.4,26.0,678.14,Yes,No,Yes,No Information Available,Too many ads,1
203,23,F,T1S3FJN,Village,Basic Membership,2015-05-13,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,14:55:27,11,-900.2103186369052,14865.87,25.0,,No,Yes,Yes,Solved,No reason specified,1
204,14,F,E95TA6W,Town,Gold Membership,2015-07-02,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Wi-Fi,20:13:47,5,407.97,19138.74,12.0,,No,Yes,No,Not Applicable,Poor Website,1
205,62,F,J44762N,Town,Gold Membership,2015-10-18,Yes,CID31521,Without Offers,Smartphone,Fiber_Optic,23:01:03,6,308.28,38497.78,21.0,792.37,Yes,No,Yes,Unsolved,Too many ads,0
206,60,M,OQ8U35S,Town,Gold Membership,2015-12-17,?,CID41894,Gift Vouchers/Coupons,Desktop,Mobile_Data,21:15:26,7,67.78,14175.2,Error,464.5011749930118,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
207,56,M,C1WO41D,Town,Basic Membership,2016-07-23,Yes,CID53761,Without Offers,Desktop,Mobile_Data,02:08:29,5,732.71,47547.72,15.0,936.3622800699138,Yes,Yes,Yes,Unsolved,Poor Product Quality,1
208,41,M,9MVALUF,,Gold Membership,2015-06-14,Yes,CID31015,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13:58:51,22,188.96,40428.78,23.0,614.25,No,Yes,Yes,Solved in Follow-up,Too many ads,1
209,18,F,AGIKGT5,Town,Gold Membership,2016-05-02,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,15:41:22,21,32.82,46250.9,2.0,779.89,Yes,No,No,Not Applicable,User Friendly Website,0
210,63,M,68X50DQ,Village,Gold Membership,2017-03-25,Yes,CID29711,Credit/Debit Card Offers,Both,Fiber_Optic,22:19:51,17,1099.5,95625.4,13.0,,No,Yes,No,Not Applicable,Quality Customer Care,0
211,23,M,FI7GAP2,City,Gold Membership,2017-12-08,Yes,CID55727,Without Offers,Desktop,Fiber_Optic,08:16:00,15,547.87,36383.39,4.0,763.15,No,Yes,Yes,Solved,Products always in Stock,0
212,17,M,9UJH2VO,City,Platinum Membership,2017-10-30,Yes,CID17316,Credit/Debit Card Offers,Desktop,Mobile_Data,04:38:03,14,80.4,15214.2,16.0,761.95,Yes,No,No,Not Applicable,No reason specified,0
213,42,F,EDXS9Z3,City,Gold Membership,2016-03-28,Yes,xxxxxxxx,Without Offers,Desktop,Wi-Fi,00:30:47,8,179.84,39667.91,10.0,-38.0843140071828,No,Yes,No,Not Applicable,Poor Product Quality,0
214,31,F,LU3B1CT,City,Silver Membership,2017-02-01,?,CID18443,Without Offers,Desktop,Wi-Fi,18:56:15,10,731.24,36981.7,26.0,774.16,No,Yes,Yes,Unsolved,Poor Customer Service,0
215,12,F,F6PS8PZ,Town,Gold Membership,2017-06-02,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,07:15:44,13,49.19,35209.09,10.0,799.43,No,Yes,Yes,No Information Available,Quality Customer Care,0
216,63,M,YJ229A7,,Platinum Membership,2017-11-13,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,14:38:00,15,30.66,15079.52,23.0,469.5653777647852,Yes,No,No,Not Applicable,Too many ads,0
217,16,F,DFL14TM,Town,Premium Membership,2017-11-03,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,01:19:35,7,34.49,31418.7,Error,770.66,Yes,No,Yes,Unsolved,Poor Product Quality,0
218,38,M,59VYKZF,Town,Basic Membership,2016-02-04,Yes,xxxxxxxx,Without Offers,Desktop,Mobile_Data,14:27:08,17,117.11,29114.92,Error,521.7,No,Yes,Yes,No Information Available,Too many ads,1
219,15,M,LDYMHD4,City,Platinum Membership,2015-12-18,No,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,10:15:03,-999,93.76,28456.92,5.0,704.31,No,Yes,No,Not Applicable,Poor Website,0
220,30,M,WH0V4K6,City,No Membership,2015-11-06,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,21:19:03,-999,121.38,13374.01,12.0,693.0,Yes,No,No,Not Applicable,Poor Website,1
221,64,M,WBTDLCE,Village,No Membership,2016-10-11,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Mobile_Data,22:40:06,10,445.01,37220.97,Error,550.13,No,Yes,Yes,Solved,Poor Website,1
222,59,M,UL9ZZKV,Town,No Membership,2015-01-29,Yes,CID29969,Credit/Debit Card Offers,Smartphone,Mobile_Data,05:25:51,10,628.79,40093.14,55.016168569095036,622.06,No,Yes,No,Not Applicable,Poor Customer Service,1
223,23,M,HBY1Q1U,City,No Membership,2015-08-04,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,06:35:32,11,31.45,18606.73,24.0,621.94,No,Yes,No,Not Applicable,Poor Product Quality,1
224,32,F,80Y00VC,Town,Silver Membership,2015-06-22,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,09:31:02,24,38.88,41019.89,19.0,750.83,No,Yes,Yes,Solved,Quality Customer Care,0
225,11,M,4ZHLYTJ,,Premium Membership,2015-05-03,Yes,CID53052,Gift Vouchers/Coupons,Smartphone,Wi-Fi,03:24:09,12,85.52,10636.13,5.0,730.02,No,Yes,No,Not Applicable,Too many ads,0
226,42,M,64DX0N9,City,Platinum Membership,2016-07-30,Yes,CID39513,Credit/Debit Card Offers,?,Mobile_Data,21:51:05,22,1097.8218895490347,27380.8,27.0,799.91,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,0
227,12,M,OGM3BJL,Town,No Membership,2017-11-01,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,21:24:47,8,322.3,14310.09,11.0,559.2451349253587,Yes,No,No,Not Applicable,Poor Product Quality,1
228,45,M,Z8NLVWM,City,Premium Membership,2015-07-01,Yes,CID17073,Gift Vouchers/Coupons,?,Wi-Fi,00:36:22,13,31.2,37295.99,25.0,1196.6007504272748,No,Yes,No,Not Applicable,Too many ads,0
229,19,F,34U09OT,Town,Platinum Membership,2015-03-24,Yes,CID58426,Without Offers,Smartphone,Fiber_Optic,09:32:13,11,38.63,23832.38,Error,,No,Yes,Yes,Solved,Poor Product Quality,0
230,55,F,HLDJORJ,City,Gold Membership,2015-08-06,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,11:24:45,12,291.94,97643.81,5.0,713.99,Yes,Yes,No,Not Applicable,User Friendly Website,0
231,16,F,283BT2B,City,Silver Membership,2017-02-27,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,02:31:57,-999,343.13,32605.84,16.0,335.26208183526705,No,Yes,No,Not Applicable,Poor Customer Service,1
232,56,M,GWVAMR3,City,Platinum Membership,2016-02-11,?,CID9744,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,21:38:24,19,180.37,21460.83,27.0,240.15819303168496,Yes,No,No,Not Applicable,Poor Customer Service,0
233,24,F,XEXJM7V,Town,Silver Membership,2016-11-08,Yes,CID50921,Gift Vouchers/Coupons,?,Mobile_Data,18:48:58,23,31.81,36494.51,24.0,622.69,No,Yes,No,Not Applicable,Poor Customer Service,1
234,24,F,O8C0RJU,Town,Platinum Membership,2015-01-14,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,04:44:07,12,31.86,21842.03,19.0,743.44,No,Yes,No,Not Applicable,Too many ads,0
235,53,M,0D75NLR,Town,Basic Membership,2015-06-11,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,12:27:16,5,428.81,40698.54,9.0,600.39,No,Yes,Yes,Solved in Follow-up,Poor Website,1
236,12,F,YQM5749,Town,No Membership,2015-08-18,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,03:00:30,17,97.85,31574.54,28.0,,No,Yes,No,Not Applicable,Poor Website,1
